"Finished","Q2","Q3","Q3_7_TEXT","Q5_1","Q5_2","Q5_3","Q5_4","Q5_5","Q5_6","Q5_7","Q6_1","Q6_2","Q6_3","Q7_1","Q7_2","Q7_3","Q7_4","Q7_5","Q7_6","Q7_7","Q7_8","Q7_9","Q8_1","Q8_2","Q8_3","Q8_4","Q8_5","Q8_6","Q8_7","Q8_8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q17_6","Q18","Q20","Q21","Q22","Q23_1","Q23_2","Q23_3","Q23_4","Q23_5","Q23_6","Q23_7","Q23_8","Q23_9","Q25_1","Q25_2","Q25_3","Q25_4","Q25_5","Q25_6","Q25_7","Q25_8","Q25_9","Q25_10","Q27","Q28","Q28_12_TEXT","Q29","Q29_20_TEXT","Q30_1","Q30_2","Q30_4","Q30_6","Q30_6_TEXT","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q31_9","Q31_10","Q32","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q43","SC0"
"TRUE","11","Other","","Very confident","Slightly confident","Somewhat confident","Slightly confident","Very confident","Somewhat confident","Very confident","TRUE","TRUE","TRUE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Inhibition of protein synthesis","Inhibition of protein synthesis","Inhibition of protein synthesis","Inhibition of nucleic acid synthesis","Don't Know","Don't Know","Inhibition of protein synthesis","Bactericidal","Bactericidal","Bacteriostatic","Bacteriostatic","Don't Know","Don't Know","Bactericidal","Bacteriostatic","Amoxicillin-Clavulanic Acid","Marbofloxacin","Cephalexin","Don't Know","Metronidazole, Gentamicin, Florfenicol","IM florfenicol in a dairy calf with respiratory disease","Don't Know","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Mutation of topoisomerase","Intrinsic resistance, decreased permeability","Acquired resistance, target modification","Intrinsic resistance, drug degradation","TRUE","TRUE","FALSE","TRUE","Don't Know","TRUE","FALSE","TRUE","FALSE","Somewhat confident","Slightly confident","Somewhat confident","Somewhat confident","Not at all confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Yes","​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,AABP-AVC Judicious Therapeutic Use of Antimicrobials in Cattle,AAAP Antimicrobial Stewardship for Poultry,AASV Basic Guidelines of Judicious Therapeutic Use of Antimicrobials in Pork Production",NA,"​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,AABP-AVC Judicious Therapeutic Use of Antimicrobials in Cattle",NA,"10","30","60","0",NA,"FALSE","FALSE","Don't Know","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Soluble lincomycin mixed with sugar and fed to honeybees","10-day course of amoxicillin-clavulanic acid","Don't Know","Antimicrobials are not required at this time","7-day course of amoxicillin-clavulanic acid","Continue the amoxicillin-clavulanic acid for another 5 days and add trimethoprim-sulfamethoxazole","Antimicrobials are not required at this time","Systemic antimicrobials are not required at this time","Culture all mastitis cows but wait until culture results are received to start treatment. Cattle with gram negative infections or no growth are not treated.","3-day course of IM penicillin, 6 day withhold","Yes","38"
"TRUE","12","Other","","Somewhat confident","Somewhat confident","Somewhat confident","Slightly confident","Slightly confident","Slightly confident","Somewhat confident","TRUE","TRUE","FALSE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Don't Know","Inhibition of folic acid synthesis","Inhibition of protein synthesis","Don't Know","Inhibition of nucleic acid synthesis","Inhibition of folic acid synthesis","Inhibition of protein synthesis","Bactericidal","Don't Know","Don't Know","Don't Know","Don't Know","Bactericidal","Don't Know","Bactericidal","Amikacin","Don't Know","Don't Know","Don't Know","Marbofloxacin, Ampicillin, Metronidazole","Don't Know","Oral trimethoprim-sulfamethoxazole to treat a urinary tract infection in a Shih Tzu with chronic mucoid ocular discharge","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Anaerobic environment","Intrinsic resistance, decreased permeability","Acquired resistance, drug degradation","Intrinsic resistance, drug degradation","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","Somewhat confident","Not at all confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Yes","​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,ISCAID Guidelines for the diagnosis and management of bacterial urinary tract infections in dogs and cats",NA,"ISCAID Guidelines for the diagnosis and management of bacterial urinary tract infections in dogs and cats",NA,"10","50","40","0",NA,"Don't Know","Don't Know","Don't Know","FALSE","Don't Know","TRUE","TRUE","Don't Know","TRUE","TRUE","Tylosin mixed in feed and fed to beef cattle","7-day course of doxycycline","10-day course of doxycycline","Topical chlorhexidine three times a week for two weeks","Don't Know","Stop the amoxicillin-clavulanic acid and start a 5-day course of trimethoprim-sulfamethoxazole","Feeding medicated milk replacer (neomycin and oxytetracycline) for 14 days, 5-day withdrawal period","Don't Know","Culture all mastitis cows but wait until culture results are received to start treatment. Cattle with gram negative infections or no growth are not treated.","Don't Know","Yes","29"
"TRUE","13","Small Animal","","Somewhat confident","Somewhat confident","Slightly confident","Slightly confident","Somewhat confident","Not at all confident","Slightly confident","TRUE","TRUE","FALSE","Don't Know","Inhibition of cell wall synthesis","Inhibition of protein synthesis","Don't Know","Don't Know","Don't Know","Don't Know","Inhibition of folic acid synthesis","Inhibition of nucleic acid synthesis","Bactericidal","Bacteriostatic","Bactericidal","Don't Know","Don't Know","Don't Know","Bacteriostatic","Don't Know","Don't Know","Marbofloxacin","Cephalexin","Trimethoprim-Sulfamethoxazole","Marbofloxacin, Ampicillin, Metronidazole","IM florfenicol in a dairy calf with respiratory disease","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis","Slightly confident","Slightly confident","Not at all confident","Somewhat confident","Slightly confident","Somewhat confident","Don't Know","Intrinsic resistance, decreased permeability","Acquired resistance, target modification","Intrinsic resistance, drug degradation","TRUE","Don't Know","FALSE","TRUE","TRUE","Don't Know","Don't Know","TRUE","FALSE","Slightly confident","Not at all confident","Not at all confident","Not at all confident","Somewhat confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Somewhat confident","Yes","ISCAID Guidelines for the diagnosis and antimicrobial therapy of canine superficial bacterial folliculitis",NA,"ISCAID Guidelines for the diagnosis and antimicrobial therapy of canine superficial bacterial folliculitis",NA,"40","5","55","0",NA,"Don't Know","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","Don't Know","Don't Know","Monensin mixed in feed and fed to dairy cattle","Antimicrobials are not required at this time","10-day course of doxycycline","Topical chlorhexidine three times a week for two weeks","7-day course of amoxicillin-clavulanic acid","Stop the amoxicillin-clavulanic acid and start a 5-day course of trimethoprim-sulfamethoxazole","Antimicrobials are not required at this time","Systemic antimicrobials are not required at this time","Culture all mastitis cows but wait until culture results are received to start treatment. Cattle with gram negative infections or no growth are not treated.","5-day course of IM penicillin, no withhold because Babe is not a food animal","Yes","34"
"TRUE","14","Other","","Very confident","Somewhat confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","TRUE","TRUE","FALSE","Don't Know","Inhibition of cell wall synthesis","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Amikacin","Don't Know","Don't Know","Clindamycin","Don't Know","IV procaine penicillin G in a horse with streptococcal pneumonia","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis","Not at all confident","Slightly confident","Slightly confident","Somewhat confident","Somewhat confident","Somewhat confident","Don't Know","Intrinsic resistance, decreased permeability","Acquired resistance, target modification","Intrinsic resistance, drug degradation","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","Somewhat confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Not at all confident","Slightly confident","Slightly confident","Yes","​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,AVMA Judicious Therapeutic Use of Antimicrobials,ACVIM Consensus Statement on Therapeutic Antimicrobial Use in Animals and Antimicrobial Resistance",NA,"Not sure",NA,"20","5","75","0",NA,"FALSE","Don't Know","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","Don't Know","Don't Know","10-day course of amoxicillin-clavulanic acid","10-day course of amoxicillin-clavulanic acid","3-week course of cephalexin","7-day course of amoxicillin-clavulanic acid","Stop the amoxicillin-clavulanic acid and start a 5-day course of trimethoprim-sulfamethoxazole","Antimicrobials are not required at this time","Systemic antimicrobials are not required at this time","Give all mastitis cows one dose of IMM ceftiofur after taking a milk sample for culture, then modify treatment based on culture results. Cattle with gram negative infections or no growth are not treated.","3-day course of IM penicillin, 6 day withhold","Yes","26"
"TRUE","15","Other","","Somewhat confident","Somewhat confident","Slightly confident","Slightly confident","Slightly confident","Somewhat confident","Somewhat confident","TRUE","TRUE","FALSE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Inhibition of nucleic acid synthesis","Don't Know","Inhibition of protein synthesis","Inhibition of protein synthesis","Don't Know","Inhibition of folic acid synthesis","Inhibition of nucleic acid synthesis","Bactericidal","Bactericidal","Bacteriostatic","Bacteriostatic","Don't Know","Don't Know","Bactericidal","Bacteriostatic","Chloramphenicol","Marbofloxacin","Cephalexin","Cefazolin","Metronidazole, Gentamicin, Florfenicol","IM florfenicol in a dairy calf with respiratory disease","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Somewhat confident","Don't Know","Intrinsic resistance, decreased permeability","Acquired resistance, drug degradation","Intrinsic resistance, drug degradation","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","Somewhat confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Not at all confident","Slightly confident","Somewhat confident","Yes","​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,AVMA Judicious Therapeutic Use of Antimicrobials,ACVIM Consensus Statement on Therapeutic Antimicrobial Use in Animals and Antimicrobial Resistance",NA,"​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,ACVIM Consensus Statement on Therapeutic Antimicrobial Use in Animals and Antimicrobial Resistance",NA,"30","20","50","0",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","Don't Know","Soluble lincomycin mixed with sugar and fed to honeybees","Antimicrobials are not required at this time","Antimicrobials are not required at this time","2-week course of cefpodoxime","7-day course of amoxicillin-clavulanic acid","Stop the amoxicillin-clavulanic acid and start a 5-day course of trimethoprim-sulfamethoxazole","3-day course of extra-label ceftiofur hydrochloride, 14-day withdrawal period","5-day course of IM ceftiofur sodium","Culture all mastitis cows but wait until culture results are received to start treatment. Cattle with gram negative infections or no growth are not treated.","3-day course of IM penicillin, 6 day withhold","Yes","40"
"TRUE","16","Other","","Very confident","Not at all confident","Slightly confident","Not at all confident","Slightly confident","Slightly confident","Not at all confident","TRUE","FALSE","FALSE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Bactericidal","Bactericidal","Bacteriostatic","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis","Slightly confident","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Anaerobic environment","Intrinsic resistance, decreased permeability","Acquired resistance, target modification","Intrinsic resistance, drug degradation","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","Don't Know","TRUE","FALSE","Somewhat confident","Not at all confident","Not at all confident","Slightly confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Slightly confident","Yes","​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,ISCAID Guidelines for the diagnosis and management of bacterial urinary tract infections in dogs and cats,ISCAID Guidelines for the diagnosis and antimicrobial therapy of canine superficial bacterial folliculitis",NA,"​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,ISCAID Guidelines for the diagnosis and management of bacterial urinary tract infections in dogs and cats,ISCAID Guidelines for the diagnosis and antimicrobial therapy of canine superficial bacterial folliculitis",NA,"25","25","25","25","misc. (poor compliance, etc)","FALSE","TRUE","FALSE","Don't Know","FALSE","TRUE","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Antimicrobials are not required at this time","10-day course of doxycycline","3-week course of cephalexin","3-day course of amoxicillin","Stop the amoxicillin-clavulanic acid and start a 5-day course of trimethoprim-sulfamethoxazole","3-day course of extra-label ceftiofur hydrochloride, 14-day withdrawal period","Systemic antimicrobials are not required at this time","Culture all mastitis cows but wait until culture results are received to start treatment. Cattle with gram negative infections or no growth are not treated.","3-day course of IM penicillin, 6 day withhold","Yes","31"
"TRUE","17","Other","","Very confident","Somewhat confident","Somewhat confident","Slightly confident","Slightly confident","Somewhat confident","Somewhat confident","TRUE","TRUE","FALSE","Don't Know","Inhibition of cell wall synthesis","Inhibition of protein synthesis","Inhibition of nucleic acid synthesis","Inhibition of cell wall synthesis","Inhibition of nucleic acid synthesis","Inhibition of protein synthesis","Inhibition of folic acid synthesis","Inhibition of cell wall synthesis","Bactericidal","Bactericidal","Don't Know","Bacteriostatic","Bactericidal","Don't Know","Don't Know","Don't Know","Don't Know","Erythromycin","Cephalexin","Enrofloxacin","Marbofloxacin, Ampicillin, Metronidazole","SQ tilmicosin in beef calves with bovine respiratory disease that cannot be safely restrained","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis","Slightly confident","Not at all confident","Slightly confident","Not at all confident","Not at all confident","Slightly confident","Don't Know","Intrinsic resistance, decreased permeability","Acquired resistance, target modification","Intrinsic resistance, drug degradation","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","Somewhat confident","Slightly confident","Somewhat confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Somewhat confident","Somewhat confident","Yes","​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,AABP-AVC Judicious Therapeutic Use of Antimicrobials in Cattle,ISCAID Guidelines for the diagnosis and management of bacterial urinary tract infections in dogs and cats",NA,"ISCAID Guidelines for the diagnosis and management of bacterial urinary tract infections in dogs and cats",NA,"10","10","80","0",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","Tylosin mixed in feed and fed to beef cattle","Antimicrobials are not required at this time","Antimicrobials are not required at this time","Topical chlorhexidine three times a week for two weeks","3-day course of amoxicillin","Stop the amoxicillin-clavulanic acid and start a 5-day course of trimethoprim-sulfamethoxazole","Antimicrobials are not required at this time","Systemic antimicrobials are not required at this time","Culture all mastitis cows but wait until culture results are received to start treatment. Cattle with gram negative infections or no growth are not treated.","3-day course of IM penicillin, 6 day withhold","Yes","40"
"TRUE","18","Small Animal","","Very confident","Not at all confident","Not at all confident","Not at all confident","Slightly confident","Not at all confident","Somewhat confident","TRUE","TRUE","FALSE","Don't Know","Inhibition of cell wall synthesis","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Amikacin","Don't Know","Don't Know","Enrofloxacin","Clindamycin, Cefpodoxime, Ciprofloxacin","Don't Know","Don't Know","Slightly confident","Somewhat confident","Slightly confident","Slightly confident","Slightly confident","Very confident","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","TRUE","FALSE","Don't Know","Don't Know","TRUE","TRUE","TRUE","FALSE","Very confident","Slightly confident","Somewhat confident","Not at all confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Somewhat confident","Yes","Not sure",NA,NA,NA,"25","15","60","0",NA,"Don't Know","Don't Know","FALSE","TRUE","TRUE","TRUE","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","10-day course of amoxicillin-clavulanic acid","Don't Know","3-week course of cephalexin","7-day course of amoxicillin-clavulanic acid","Continue the amoxicillin-clavulanic acid for another 5 days and add trimethoprim-sulfamethoxazole","Don't Know","Don't Know","Don't Know","Don't Know","Yes","13"
"TRUE","19","Other","","Somewhat confident","Somewhat confident","Slightly confident","Somewhat confident","Slightly confident","Somewhat confident","Not at all confident","TRUE","TRUE","FALSE","Don't Know","Inhibition of cell wall synthesis","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Bactericidal","Bactericidal","Bactericidal","Don't Know","Don't Know","Don't Know","Bactericidal","Bacteriostatic","Amikacin","Don't Know","Cephalexin","Clindamycin","Marbofloxacin, Ampicillin, Metronidazole","IM florfenicol in a dairy calf with respiratory disease","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Anaerobic environment","Intrinsic resistance, decreased permeability","Acquired resistance, target modification","Intrinsic resistance, drug degradation","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","Somewhat confident","Somewhat confident","Somewhat confident","Slightly confident","Somewhat confident","Somewhat confident","Slightly confident","Somewhat confident","Somewhat confident","Somewhat confident","Yes","​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,AVMA Judicious Therapeutic Use of Antimicrobials,ACVIM Consensus Statement on Therapeutic Antimicrobial Use in Animals and Antimicrobial Resistance",NA,"None of these",NA,"20","10","70","0",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","Don't Know","Tylosin mixed in feed and fed to beef cattle","Antimicrobials are not required at this time","10-day course of amoxicillin-clavulanic acid","3-week course of cephalexin","7-day course of amoxicillin-clavulanic acid","Stop the amoxicillin-clavulanic acid and start a 5-day course of trimethoprim-sulfamethoxazole","3-day course of extra-label ceftiofur hydrochloride, 14-day withdrawal period","Regional limb perfusion with amikacin","Culture all mastitis cows but wait until culture results are received to start treatment. Cattle with gram negative infections or no growth are not treated.","3-day course of IM penicillin, 6 day withhold","Yes","40"
"TRUE","20","Other","","Somewhat confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Slightly confident","TRUE","TRUE","FALSE","Don't Know","Inhibition of cell wall synthesis","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Bacteriostatic","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Clindamycin, Cefpodoxime, Ciprofloxacin","IV procaine penicillin G in a horse with streptococcal pneumonia","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Anaerobic environment","Intrinsic resistance, decreased permeability","Intrinsic resistance, target protection","Intrinsic resistance, drug degradation","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","Very confident","Slightly confident","Slightly confident","Slightly confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Slightly confident","Somewhat confident","No",NA,NA,NA,NA,"20","10","70","0",NA,"FALSE","TRUE","Don't Know","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","Don't Know","Soluble lincomycin mixed with sugar and fed to honeybees","Antimicrobials are not required at this time","10-day course of amoxicillin-clavulanic acid","3-week course of cephalexin","7-day course of amoxicillin-clavulanic acid","Stop the amoxicillin-clavulanic acid and start a 5-day course of trimethoprim-sulfamethoxazole","3-day course of extra-label ceftiofur hydrochloride, 14-day withdrawal period","Systemic antimicrobials are not required at this time","Culture all mastitis cows but wait until culture results are received to start treatment. Cattle with gram negative infections or no growth are not treated.","3-day course of IM penicillin, 6 day withhold","Yes","29"
"TRUE","21","Small Animal","","Slightly confident","Slightly confident","Somewhat confident","Not at all confident","Somewhat confident","Slightly confident","Not at all confident","TRUE","TRUE","TRUE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Inhibition of nucleic acid synthesis","Inhibition of folic acid synthesis","Don't Know","Inhibition of cell wall synthesis","Inhibition of folic acid synthesis","Inhibition of nucleic acid synthesis","Inhibition of protein synthesis","Bactericidal","Bacteriostatic","Bactericidal","Bactericidal","Don't Know","Bactericidal","Bacteriostatic","Bacteriostatic","Don't Know","Amoxicillin","Cephalexin","Trimethoprim-Sulfamethoxazole","Don't Know","IV procaine penicillin G in a horse with streptococcal pneumonia","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis","Very confident","Very confident","Somewhat confident","Somewhat confident","Very confident","Very confident","Anaerobic environment","Intrinsic resistance, decreased permeability","Acquired resistance, target modification","Intrinsic resistance, drug degradation","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","Don't Know","TRUE","TRUE","Very confident","Slightly confident","Slightly confident","Slightly confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Slightly confident","Not at all confident","Yes","​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,ACVIM Consensus Statement on Therapeutic Antimicrobial Use in Animals and Antimicrobial Resistance,AABP Antimicrobial Stewardship Guidelines,AABP-AVC Judicious Therapeutic Use of Antimicrobials in Cattle,AAFP/AAHA Basic Guidelines for Judicious Therapeutic Use of Antimicrobials,ISCAID Guidelines for the diagnosis and management of bacterial urinary tract infections in dogs and cats,ISCAID Guidelines for the diagnosis and antimicrobial therapy of canine superficial bacterial folliculitis,ISCAID Antimicrobial use guidelines for treatment of respiratory tract disease in dogs and cats",NA,"Not sure",NA,"25","20","55","0",NA,"Don't Know","TRUE","Don't Know","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","Tylosin mixed in feed and fed to beef cattle","Antimicrobials are not required at this time","10-day course of doxycycline","3-week course of cephalexin","7-day course of amoxicillin-clavulanic acid","Stop the amoxicillin-clavulanic acid and start a 5-day course of enrofloxacin","3-day course of extra-label ceftiofur hydrochloride, 14-day withdrawal period","Don't Know","Culture all mastitis cows but wait until culture results are received to start treatment. Cattle with gram negative infections or no growth are not treated.","3-day course of IM penicillin, 6 day withhold","Yes","34"
"TRUE","22","Small Animal","","Somewhat confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","TRUE","TRUE","FALSE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Inhibition of nucleic acid synthesis","Don't Know","Inhibition of protein synthesis","Don't Know","Don't Know","Inhibition of folic acid synthesis","Inhibition of protein synthesis","Bactericidal","Bactericidal","Bactericidal","Bacteriostatic","Don't Know","Don't Know","Don't Know","Bacteriostatic","Amikacin","Don't Know","Cephalexin","Clindamycin","Don't Know","Don't Know","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Slightly confident","Don't Know","Intrinsic resistance, decreased permeability","Acquired resistance, target modification","Intrinsic resistance, target protection","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Slightly confident","Yes","​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles",NA,"​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles",NA,"20","20","60","0",NA,"Don't Know","TRUE","Don't Know","Don't Know","Don't Know","TRUE","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Antimicrobials are not required at this time","10-day course of doxycycline","Topical chlorhexidine three times a week for two weeks","7-day course of amoxicillin-clavulanic acid","Stop the amoxicillin-clavulanic acid and start a 5-day course of trimethoprim-sulfamethoxazole","Don't Know","Systemic antimicrobials are not required at this time","Don't Know","Don't Know","Yes","34"
"TRUE","23","Other","","Somewhat confident","Somewhat confident","Somewhat confident","Slightly confident","Slightly confident","Not at all confident","Somewhat confident","TRUE","TRUE","TRUE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Inhibition of nucleic acid synthesis","Inhibition of nucleic acid synthesis","Inhibition of protein synthesis","Inhibition of nucleic acid synthesis","Inhibition of protein synthesis","Inhibition of folic acid synthesis","Inhibition of protein synthesis","Bacteriostatic","Bactericidal","Bacteriostatic","Bacteriostatic","Bacteriostatic","Bacteriostatic","Bactericidal","Bacteriostatic","Amikacin","Marbofloxacin","Cephalexin","Cefazolin","Marbofloxacin, Ampicillin, Metronidazole","SQ tilmicosin in beef calves with bovine respiratory disease that cannot be safely restrained","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis","Somewhat confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Somewhat confident","Don't Know","Intrinsic resistance, decreased permeability","Don't Know","Intrinsic resistance, drug degradation","Don't Know","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","Don't Know","TRUE","Somewhat confident","Not at all confident","Not at all confident","Slightly confident","Somewhat confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Somewhat confident","Yes","​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,AVMA Judicious Therapeutic Use of Antimicrobials",NA,"None of these",NA,"20","30","50","0",NA,"Don't Know","TRUE","Don't Know","TRUE","FALSE","TRUE","FALSE","FALSE","Don't Know","Don't Know","Soluble lincomycin mixed with sugar and fed to honeybees","Antimicrobials are not required at this time","10-day course of doxycycline","3-week course of cephalexin","3-day course of amoxicillin","Stop the amoxicillin-clavulanic acid and start a 5-day course of enrofloxacin","One dose of extra-label enrofloxacin, 28-day withdrawal period","Systemic antimicrobials are not required at this time","Culture all mastitis cows but wait until culture results are received to start treatment. Cattle with gram negative infections or no growth are not treated.","3-day course of IM penicillin, 6 day withhold","Yes","40"
"TRUE","24","Other","","Somewhat confident","Slightly confident","Slightly confident","Not at all confident","Slightly confident","Not at all confident","Somewhat confident","TRUE","TRUE","FALSE","Inhibition of folic acid synthesis","Inhibition of cell wall synthesis","Inhibition of nucleic acid synthesis","Inhibition of protein synthesis","Don't Know","Don't Know","Don't Know","Inhibition of folic acid synthesis","Inhibition of protein synthesis","Don't Know","Bacteriostatic","Don't Know","Don't Know","Don't Know","Don't Know","Bacteriostatic","Don't Know","Don't Know","Erythromycin","Cephalexin","Trimethoprim-Sulfamethoxazole","Marbofloxacin, Ampicillin, Metronidazole","IV procaine penicillin G in a horse with streptococcal pneumonia","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis","Slightly confident","Not at all confident","Slightly confident","Not at all confident","Slightly confident","Slightly confident","Don't Know","Intrinsic resistance, decreased permeability","Acquired resistance, drug degradation","Intrinsic resistance, drug degradation","Don't Know","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","Somewhat confident","Not at all confident","Slightly confident","Slightly confident","Slightly confident","Somewhat confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Yes","​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,ISCAID Guidelines for the diagnosis and management of bacterial urinary tract infections in dogs and cats,ISCAID Guidelines for the diagnosis and antimicrobial therapy of canine superficial bacterial folliculitis",NA,"ISCAID Guidelines for the diagnosis and antimicrobial therapy of canine superficial bacterial folliculitis",NA,"45","15","40","0",NA,"Don't Know","Don't Know","Don't Know","TRUE","Don't Know","TRUE","FALSE","TRUE","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","3-week course of cephalexin","3-day course of amoxicillin","Stop the amoxicillin-clavulanic acid and start a 5-day course of enrofloxacin","Don't Know","Don't Know","Don't Know","Don't Know","Yes","25"
